clienteid,produtoid,distribuidorid,dataid,quantidadevendida,faturamento,custofrete
28,43,28,1494,63,4439.72,226.34
2,52,24,374,69,4266.71,343.93
50,78,1,1081,69,2272.09,72.07
9,19,24,1044,96,1511.07,41.39
7,75,24,453,98,890.22,61.53
50,55,6,430,32,2545.70,57.39
18,66,29,30,55,3322.27,40.24
22,53,16,1545,27,2511.38,161.36
25,79,20,1048,48,1500.03,1.07
28,22,8,1467,46,3911.01,313.37
16,22,10,407,96,8433.55,223.23
14,39,29,1157,87,30.59,0.68
37,27,27,625,82,1082.25,7.91
40,30,8,123,45,2480.01,121.22
43,57,17,1650,67,4788.51,401.46
50,32,26,385,11,54.36,2.72
49,2,6,1776,24,2230.02,218.02
9,44,3,1609,71,5150.96,126.91
43,100,21,352,56,2557.14,39.06
31,65,4,179,88,2543.91,198.00
17,53,19,1137,1,92.76,5.55
40,96,7,195,16,245.34,16.46
43,53,15,601,42,2757.17,209.86
18,48,2,1364,17,217.59,15.16
1,82,9,490,39,2409.80,125.13
11,29,3,690,18,262.50,20.44
7,86,24,1021,96,5244.84,34.28
12,28,13,1129,66,1448.12,31.13
26,23,21,784,26,2486.06,29.68
5,70,19,1571,17,1224.25,6.12
15,7,2,86,22,1972.09,196.62
26,78,19,306,54,2369.61,29.52
34,96,12,1557,80,1775.65,134.81
15,12,29,1670,60,1715.63,91.84
18,44,2,1364,47,589.82,18.67
26,59,12,1479,86,6577.47,213.78
1,60,5,984,85,6548.08,134.85
14,4,11,73,19,648.10,14.21
37,52,16,1279,74,1811.53,163.00
41,86,4,1757,76,5428.22,438.64
49,88,10,224,73,3446.24,47.85
36,6,11,1377,92,774.51,48.60
36,99,19,1350,5,99.21,9.32
17,12,25,856,38,1090.98,36.32
21,92,21,351,40,2418.31,140.01
39,58,6,399,69,3685.86,38.81
36,80,5,1096,81,1662.97,9.79
8,33,11,465,86,1707.16,93.35
42,90,30,1296,87,7898.23,533.22
25,17,12,528,88,3491.55,93.19
28,38,6,1290,93,7934.24,333.37
36,87,29,1753,15,995.75,15.85
3,88,23,1598,3,60.98,1.04
42,30,7,645,60,2272.59,105.93
14,47,30,1275,78,1553.57,97.49
11,72,13,1221,71,311.31,30.27
7,99,12,314,4,113.57,7.50
33,28,22,780,37,3491.76,189.33
38,14,7,879,51,228.56,8.78
31,38,18,222,44,4341.77,380.54
46,81,6,725,47,3251.20,136.20
6,68,19,242,79,1295.75,21.99
46,97,12,580,81,2335.49,224.91
19,46,26,1807,92,7692.69,91.53
20,97,19,757,26,584.47,39.85
6,46,22,1653,83,2438.52,125.73
10,70,27,1279,46,3662.57,23.63
14,14,24,1479,48,4211.08,195.04
43,66,29,1622,51,1571.42,85.66
46,69,14,697,52,4335.37,409.75
13,33,28,408,80,4098.28,176.95
31,79,17,1272,57,729.15,58.82
17,14,25,168,72,815.39,38.50
41,27,8,1169,89,6010.71,430.44
9,59,28,1189,96,4856.80,137.35
2,94,5,233,13,98.45,2.46
30,4,27,1671,62,6135.16,322.30
9,46,23,508,92,8299.59,13.49
39,77,5,356,7,190.09,13.69
37,37,22,820,92,7394.32,19.52
19,98,5,293,88,8027.91,385.12
47,21,15,206,34,2997.16,92.07
47,22,1,187,95,7726.98,33.69
8,3,26,1067,11,486.48,5.85
23,66,12,1213,76,4386.42,100.13
5,54,2,625,97,3178.25,102.93
1,64,10,850,68,1883.99,59.59
25,34,27,1386,25,1904.12,186.77
20,71,6,1732,11,964.81,60.52
47,71,16,612,6,89.64,8.61
16,95,9,1385,90,4093.48,186.63
12,49,11,110,56,5418.81,438.64
12,39,9,345,59,1527.18,144.01
34,69,26,1482,95,2185.91,131.95
48,47,24,1708,41,2148.79,49.87
23,48,27,1529,63,129.79,3.60
20,12,27,1340,53,2655.24,232.08
19,26,10,1189,66,2704.48,82.24
37,13,19,440,24,1656.94,77.15
48,45,5,1119,92,2946.92,222.24
11,94,25,440,5,489.21,36.12
17,17,22,457,39,2857.47,2.08
33,34,20,1515,60,2670.85,106.76
35,15,22,1412,75,7444.08,265.66
26,34,11,441,27,1119.79,6.87
25,37,30,218,79,443.03,21.93
13,22,11,1588,97,8997.28,490.39
3,87,15,1152,30,2455.73,53.91
35,94,11,540,11,232.43,21.49
33,48,18,1372,31,2584.05,128.09
41,94,19,794,21,91.84,4.27
41,60,7,1754,70,6896.43,475.86
34,44,30,315,48,4431.48,330.40
36,24,19,1217,4,25.96,2.29
16,63,6,1595,66,4869.74,484.11
1,53,15,649,100,994.73,28.93
4,31,2,1712,28,73.04,3.66
39,86,4,1316,15,1014.12,19.64
46,96,2,261,77,5494.71,28.56
26,2,17,818,20,1879.39,26.89
10,29,26,1447,48,744.95,39.55
11,45,4,1365,23,532.16,20.07
46,88,7,1497,29,1469.89,29.75
5,61,15,1715,37,1650.27,28.98
50,71,1,7,88,3335.05,4.86
11,13,8,262,10,865.73,43.43
26,4,26,739,81,4279.21,416.56
27,61,21,1044,95,5585.09,46.93
18,8,13,363,3,143.53,3.81
24,85,4,1307,42,4168.80,387.64
9,22,19,134,38,3460.04,252.50
43,19,15,315,42,1401.14,107.71
23,93,26,830,43,2255.55,122.45
30,72,20,1607,82,3965.04,190.83
14,52,27,1414,42,797.26,15.50
29,39,11,1740,3,230.17,6.63
50,19,21,1599,31,2883.45,107.31
12,45,3,735,89,734.03,13.77
45,24,20,1189,51,4542.45,4.27
41,26,25,853,22,1578.59,16.11
36,62,29,1134,23,1902.35,53.70
44,37,16,943,32,1702.46,44.05
4,7,21,1672,84,6052.37,190.75
27,52,7,1610,4,266.43,15.44
22,63,10,1374,76,5801.91,421.42
38,1,21,1560,87,1907.77,142.71
34,79,3,231,4,94.19,3.03
31,20,14,1197,29,2096.03,141.22
18,2,22,527,50,3480.19,132.19
39,96,9,1796,59,2122.46,110.61
41,2,26,524,9,571.11,18.48
29,51,20,1356,23,332.48,31.26
43,75,9,1619,15,1041.50,29.59
31,53,22,811,97,1454.61,53.73
6,25,21,723,80,2375.38,176.81
43,58,1,1105,58,2384.33,91.05
20,41,11,769,56,4846.23,397.10
12,95,3,1562,24,603.22,39.98
48,13,13,318,39,238.92,15.76
15,58,21,1096,14,972.70,54.57
24,16,23,449,17,1540.50,31.67
34,73,30,1393,3,234.25,13.19
43,13,11,699,22,263.03,10.38
48,52,5,1731,70,2329.23,230.05
49,24,22,1305,38,908.81,27.42
30,4,3,1474,81,710.98,29.23
27,87,24,308,17,425.79,1.06
42,78,3,628,46,3465.89,27.03
6,43,14,1696,29,1915.05,71.56
21,3,5,668,82,6372.24,334.39
31,64,10,1681,40,2531.71,39.62
37,3,25,1765,39,2164.28,80.19
33,60,6,548,18,1570.04,104.03
9,67,9,1132,1,40.20,3.26
20,71,9,1087,10,946.25,86.46
34,91,10,75,53,2885.79,253.12
39,75,8,718,78,5513.61,177.06
16,85,11,849,33,541.29,34.40
1,55,23,1486,20,1605.93,37.39
21,21,27,99,72,529.46,8.44
18,38,13,1739,76,715.59,66.34
3,24,17,1612,48,2796.10,142.35
11,22,30,463,2,96.53,7.64
3,89,3,629,74,998.52,25.87
16,38,10,1128,56,1103.41,18.39
44,42,5,173,86,4772.88,286.46
50,88,28,518,53,3178.71,24.00
49,68,12,1313,84,195.06,3.81
12,71,10,1684,86,3189.18,266.29
47,69,21,451,6,230.70,16.17
11,77,15,1313,41,2744.51,136.28
37,63,18,976,63,180.80,14.64
41,43,14,1058,60,4259.85,125.94
42,51,13,410,36,2427.77,39.34
35,59,2,139,55,1800.31,119.24
14,57,30,1809,29,1983.56,92.84
50,81,7,1156,32,916.70,60.01
5,85,6,736,80,76.14,3.46
29,36,20,239,33,3273.82,213.99
35,77,23,1671,75,336.99,23.69
41,24,20,1571,66,3021.72,235.13
50,4,27,1403,98,4800.43,419.39
10,38,22,1710,1,34.80,0.85
29,3,21,592,37,1391.96,59.60
34,59,24,1486,88,4171.45,387.40
22,98,30,1364,91,4984.41,0.06
40,49,22,915,58,631.80,37.50
22,33,8,175,80,7703.76,614.20
9,46,2,1115,31,892.51,75.00
43,50,29,182,75,6509.24,205.04
32,16,5,1749,48,4545.27,359.83
48,55,25,944,58,4838.56,68.62
46,70,4,56,23,998.45,20.95
44,87,24,1726,23,809.37,27.85
3,44,14,949,34,1806.46,15.41
6,53,11,1742,42,559.82,47.29
15,8,10,234,19,141.32,5.47
42,60,15,557,57,1053.64,86.73
30,68,18,477,87,1541.80,131.60
21,9,15,1205,68,2143.24,53.19
20,95,29,550,61,2814.37,237.11
22,80,11,205,29,2206.96,185.98
14,33,9,343,64,620.40,40.23
27,14,29,1084,48,1319.83,44.38
21,21,29,1396,2,62.24,0.82
28,67,11,1569,29,2815.18,158.58
43,45,3,973,59,512.01,3.31
7,51,12,1703,17,449.43,6.91
16,85,7,1332,59,3131.28,26.18
49,90,11,1756,37,545.92,19.85
1,57,28,599,58,340.28,4.44
25,98,10,70,64,6361.70,15.05
16,43,12,662,48,3218.99,81.36
7,40,1,133,62,2689.60,64.22
26,20,11,1433,34,3349.22,33.62
4,93,20,1061,48,400.87,19.99
18,24,11,10,31,2848.51,133.90
47,52,18,943,42,350.09,8.05
45,29,14,2,24,624.52,29.49
28,63,16,1363,38,3751.08,15.49
21,94,4,1499,29,2503.28,126.32
47,38,20,1215,71,4806.61,362.81
20,13,15,1701,28,1139.03,77.61
30,20,22,448,37,3567.64,133.84
37,34,13,336,66,4543.42,242.45
48,81,5,315,72,2172.90,119.14
14,54,3,1265,75,1885.36,162.71
13,90,6,1396,8,611.46,31.56
50,80,10,941,64,4210.62,355.59
35,9,6,1811,68,1088.66,72.12
44,98,8,1627,41,3206.57,215.03
36,83,2,1101,53,557.21,20.41
23,30,24,791,29,1172.34,47.40
15,8,20,1071,42,939.49,2.06
9,91,6,498,44,327.98,0.20
44,15,2,890,5,242.37,7.23
38,76,15,682,64,5361.09,535.35
48,60,8,63,4,325.09,31.99
17,62,9,1663,21,699.88,28.99
18,64,24,349,20,921.52,88.75
26,57,24,251,25,188.93,8.18
33,13,17,268,27,1764.58,108.67
38,94,11,119,85,7825.58,568.64
4,90,11,1097,79,1379.94,48.69
40,67,19,630,23,2295.96,86.23
50,73,14,1412,62,3882.39,191.52
20,10,22,1206,15,1425.72,51.02
7,40,2,1392,92,4059.62,333.67
16,59,19,1219,51,2187.56,49.20
31,44,1,113,63,74.69,3.89
26,37,23,21,80,5204.51,389.89
23,72,7,763,78,4963.21,433.32
8,95,7,1665,43,1622.65,19.90
29,3,25,249,80,1993.96,24.63
2,66,15,949,3,67.22,0.75
48,48,4,155,21,1281.02,8.42
13,68,25,325,41,1955.64,120.46
42,9,30,339,32,580.24,34.97
31,87,23,1096,30,1636.72,70.19
39,57,22,1292,96,9367.38,752.21
37,58,12,1042,38,3105.86,199.84
18,25,28,1401,81,447.16,28.12
7,21,29,1214,55,290.55,23.42
20,36,19,544,57,1302.67,83.46
24,40,22,1731,64,1717.61,152.41
4,92,1,462,41,1372.35,133.35
11,9,2,558,13,858.28,0.71
32,91,5,261,63,396.52,30.26
45,89,29,25,96,4355.93,183.63
31,41,4,1707,97,8837.34,62.66
18,38,17,109,20,1424.08,81.82
29,46,12,761,95,5891.75,189.95
29,42,5,731,86,5751.20,449.25
4,94,6,1299,68,6438.05,407.65
32,93,21,112,70,1689.08,116.87
49,61,2,1025,62,677.18,10.28
34,62,24,699,83,1097.59,72.13
42,69,17,1507,49,1880.60,145.83
50,19,17,1251,4,149.75,13.94
8,92,23,1288,87,8594.84,823.94
15,34,30,317,35,2502.88,7.45
16,65,17,1324,87,6534.25,453.76
34,94,27,269,52,718.59,48.62
39,12,21,882,3,152.84,6.03
19,56,1,356,35,1958.36,32.28
2,27,25,61,11,534.93,48.28
1,43,19,248,1,55.57,2.57
34,90,2,1206,10,342.38,11.42
2,8,8,1192,3,228.06,3.49
3,64,2,552,50,2391.97,234.47
44,42,20,1375,90,5399.10,422.61
14,48,11,38,26,2185.95,194.68
17,84,23,1805,57,1846.87,115.61
19,1,29,1686,50,956.34,48.43
38,19,7,584,2,132.27,0.18
28,27,15,1789,44,1625.76,7.14
47,55,30,1208,45,1400.46,113.59
30,40,3,862,97,3535.38,178.14
25,5,25,210,64,3423.75,111.48
45,72,3,1395,87,8075.39,789.62
42,44,13,1666,64,4202.85,222.25
15,48,22,911,33,1268.49,29.33
16,47,7,887,29,2562.72,164.82
4,76,29,500,42,3695.98,135.98
33,93,7,1209,14,289.14,25.18
21,47,20,603,9,142.05,5.63
10,34,4,804,47,2006.51,61.74
18,81,7,489,93,8928.36,751.95
26,76,26,1617,1,91.63,3.38
25,100,23,1566,19,1365.31,33.58
46,21,9,173,84,4567.42,139.39
16,67,4,1452,88,7426.62,562.12
19,43,2,55,42,415.38,13.64
14,48,17,61,68,3230.85,308.24
7,32,21,670,87,6578.61,592.46
48,38,8,658,89,8071.43,162.08
42,63,9,1210,79,951.08,85.58
22,24,5,855,18,978.16,29.50
9,97,1,1622,9,256.16,11.81
44,99,28,1451,34,765.66,32.25
27,63,27,432,43,1254.09,52.66
37,23,3,232,92,1869.45,65.53
12,74,17,414,20,456.83,22.35
24,91,3,100,94,4233.76,98.20
35,8,7,1110,63,4221.91,238.37
32,85,10,531,15,738.41,26.66
41,18,8,850,88,5752.74,415.96
12,86,11,1571,57,235.84,4.02
39,88,1,395,12,569.12,19.01
25,54,14,1308,14,516.77,3.80
48,78,5,1791,41,1676.59,111.32
15,41,25,1567,14,599.35,53.23
12,60,4,1473,55,4484.54,436.73
28,11,15,1665,70,5389.97,432.34
12,47,25,1520,60,2734.41,33.52
18,91,30,1619,7,356.31,12.15
39,80,29,585,42,3270.02,312.98
40,86,11,424,38,2902.47,10.57
6,55,25,1568,96,4525.24,221.94
17,57,28,355,96,6459.89,140.37
15,26,30,984,72,4157.88,245.07
35,61,4,922,42,3985.18,276.30
40,73,24,573,41,3280.32,55.98
2,37,6,101,84,6365.00,196.84
15,78,12,339,56,4784.90,396.35
44,4,25,1609,28,2598.32,256.75
13,79,12,783,5,35.05,0.35
13,57,18,105,28,2737.75,111.26
39,32,27,659,39,794.47,4.21
8,1,18,332,84,7422.23,434.69
7,99,28,625,44,2848.41,76.64
15,22,21,1575,63,5559.98,4.92
34,10,18,1,52,1926.29,119.31
48,81,29,516,83,7811.24,508.72
37,57,17,1753,59,3646.24,26.33
43,72,16,1129,4,301.09,30.08
1,93,29,1797,60,3748.77,182.71
7,64,6,1479,9,382.16,17.27
12,55,18,480,7,153.22,9.78
39,76,17,1405,33,1353.17,77.23
43,22,28,563,18,1583.96,56.01
9,22,3,1500,72,1188.76,91.44
32,11,23,247,9,9.48,0.74
25,59,18,11,41,3287.98,208.25
27,29,15,551,90,6149.79,612.97
42,97,14,620,88,5291.20,204.16
37,39,21,1253,43,1209.86,16.58
29,61,1,1043,75,6400.75,250.04
30,62,2,1702,90,2204.84,95.78
28,48,7,817,66,3940.08,43.24
16,81,8,1798,78,1986.05,146.47
48,41,7,885,24,1133.08,74.72
17,75,30,351,91,6069.54,95.51
50,70,14,248,16,885.06,27.02
44,36,8,503,3,299.26,18.46
26,32,19,1682,1,91.99,7.24
24,99,6,1084,59,1294.56,113.44
3,45,30,193,78,2229.49,2.03
1,3,24,756,61,5683.51,434.69
36,88,6,628,30,1910.91,108.20
14,70,19,1390,31,2842.83,16.76
12,29,28,1597,89,7391.34,688.86
50,1,16,1382,75,3204.74,243.63
43,99,24,656,27,1369.81,4.53
18,62,11,1027,76,5484.67,333.44
26,67,24,586,31,1938.05,153.12
4,24,4,1073,24,1796.51,116.81
7,24,20,180,45,4081.51,106.81
2,74,11,1627,4,146.82,7.19
29,44,18,1543,58,3732.70,10.54
15,5,21,897,76,1463.91,77.43
11,83,25,546,49,1211.69,105.57
22,2,4,164,32,1474.99,105.10
3,42,11,1547,90,6418.18,145.88
41,5,14,282,79,2985.52,257.89
31,79,7,1562,14,712.93,39.63
4,10,15,1167,12,651.90,0.92
11,87,22,533,38,1635.57,70.56
23,44,15,1764,74,4943.28,434.13
18,30,13,1152,64,4977.41,146.10
1,84,18,148,28,375.70,3.03
20,61,12,1762,72,2480.15,88.42
41,80,14,1127,56,1728.89,80.71
35,52,8,1701,30,2502.46,118.61
36,27,16,1484,5,218.39,16.12
45,63,21,7,54,3743.10,166.24
18,67,29,954,46,2134.36,178.48
50,54,18,290,15,581.09,2.21
17,99,25,79,20,682.91,18.11
33,25,11,1581,7,214.54,20.44
15,18,21,173,91,1573.32,48.55
31,96,20,1456,38,3635.13,141.54
4,70,24,34,80,755.66,64.65
37,90,25,390,62,5302.48,222.84
35,71,29,1535,86,5995.26,133.65
7,25,21,1538,93,399.88,27.25
2,3,24,975,92,3065.57,21.42
11,54,4,900,21,390.04,7.35
22,43,13,515,75,6349.30,8.88
23,39,21,380,52,4263.16,239.70
34,23,8,1571,58,2193.55,177.92
42,6,3,77,59,4123.69,40.91
10,80,6,481,57,3229.95,280.99
21,14,1,362,69,197.95,15.78
26,52,30,872,62,2657.09,168.10
16,90,2,1644,82,561.11,51.48
29,97,14,1146,31,119.28,6.01
28,75,18,821,31,347.82,5.24
35,74,12,106,33,25.18,0.01
30,23,5,1040,71,5027.44,310.36
12,85,10,1362,66,5671.20,102.77
11,55,10,383,73,284.23,13.72
27,3,2,14,47,3268.48,166.60
40,67,17,1022,20,910.68,22.18
43,13,29,1517,61,919.49,90.70
11,88,14,125,98,802.39,65.29
7,86,19,193,99,9614.08,382.46
36,1,17,231,41,1345.73,55.96
50,82,10,1117,6,309.84,27.99
32,13,9,1249,21,368.77,3.01
47,32,5,42,85,1931.46,17.86
20,82,18,986,8,689.81,8.48
1,77,25,311,10,482.13,20.52
1,12,2,809,9,498.72,18.34
26,11,7,97,76,6116.80,208.87
32,62,3,1746,48,791.12,0.97
11,82,14,1444,65,1772.87,90.85
10,88,26,1064,39,775.58,38.73
41,46,26,1674,79,2755.90,225.55
11,15,28,1630,89,8873.18,345.71
30,12,26,953,75,3480.26,206.28
27,96,12,1656,31,416.01,15.98
50,59,8,1142,65,424.51,38.94
35,23,5,443,7,605.82,1.65
24,33,11,957,75,3941.67,136.27
13,74,23,194,20,1610.49,1.63
30,71,20,1024,27,1629.48,117.41
24,5,28,585,49,4559.85,432.43
27,67,12,291,38,3014.68,291.04
2,82,1,296,43,1825.16,56.69
33,16,7,122,12,113.67,4.30
46,7,2,1431,38,2731.93,54.68
17,69,9,1821,47,3316.60,303.92
45,11,30,64,29,1220.92,94.93
33,21,3,795,63,3793.89,161.85
39,87,18,1089,45,3111.05,158.46
18,80,6,444,4,176.21,1.89
3,54,17,1413,89,4088.39,233.03
26,27,11,1699,91,6267.34,403.92
7,5,22,748,12,827.55,54.88
30,81,2,1536,70,854.75,25.02
48,9,10,1353,13,570.65,36.65
42,39,8,279,20,261.75,5.41
39,82,8,1497,31,1233.41,76.77
6,93,20,431,61,856.21,48.12
28,97,1,1459,74,3320.18,308.37
1,61,11,1054,96,5520.52,440.34
11,23,17,1575,78,2556.72,81.30
24,14,15,1238,59,288.71,25.15
44,49,14,1292,21,994.30,5.15
24,56,3,174,65,3585.28,278.71
37,59,25,23,86,2303.40,108.29
43,24,3,131,28,578.09,52.04
35,48,12,1572,26,2000.67,74.20
34,82,22,957,18,737.75,22.91
2,64,11,1781,65,6111.02,185.74
12,15,5,1413,33,1534.18,65.80
40,100,19,573,74,4304.74,140.89
17,1,23,1252,40,2619.94,203.98
20,30,30,562,80,965.82,4.13
27,59,20,878,49,2020.94,11.34
36,22,5,755,93,2939.18,174.05
6,53,19,1625,21,1697.18,22.21
10,97,29,1749,9,50.79,0.41
45,20,9,794,71,4175.73,174.24
15,39,10,80,23,406.22,20.10
16,20,20,1660,12,1091.93,6.95
35,96,23,1361,97,5277.27,212.12
31,10,15,158,45,2846.65,210.19
5,89,16,833,90,1935.63,89.07
49,28,20,1610,23,1535.70,60.35
1,71,27,1250,48,2246.02,155.46
29,25,14,1112,19,982.68,36.38
12,65,20,1439,37,1673.82,16.04
16,90,5,1793,3,94.57,4.30
6,33,27,486,28,416.50,12.74
31,16,25,1360,97,3811.33,108.14
5,34,27,40,12,819.11,0.49
27,19,29,1230,2,171.46,2.31
50,20,21,458,27,716.90,56.03
42,69,7,991,2,28.58,1.41
8,19,30,1264,69,6144.89,29.54
18,30,5,1238,74,7236.24,397.94
8,64,2,772,95,2677.83,169.92
46,10,27,1698,44,4375.88,114.15
29,98,26,1148,14,338.36,2.41
49,26,3,42,60,4395.73,391.61
16,44,1,579,46,4153.87,396.57
49,79,30,1647,33,114.60,8.65
28,62,14,1754,71,3333.62,259.34
23,16,29,279,95,2802.16,28.66
25,20,1,306,28,627.64,52.10
33,95,5,1044,11,184.43,13.43
49,35,27,1291,64,5447.54,32.74
37,67,2,1102,66,504.97,4.93
17,98,17,1414,66,6064.54,149.15
34,77,11,1555,67,2688.76,139.22
47,94,4,692,69,5757.76,141.73
35,24,19,875,25,1260.73,23.70
43,32,11,228,48,751.30,10.83
42,75,30,1153,37,1348.90,93.11
6,76,11,776,36,3361.13,275.92
24,15,7,428,77,6030.64,442.52
34,46,5,825,40,3297.45,167.93
21,12,11,499,98,2993.30,58.94
34,22,15,1771,85,2256.59,33.23
8,7,21,1362,25,2442.17,53.04
37,81,21,631,90,7522.45,159.58
25,81,19,1083,74,2074.31,125.78
46,69,7,430,66,3758.49,334.58
24,3,18,1774,91,8440.34,48.08
16,61,17,1750,21,107.32,8.63
39,93,15,1070,88,4561.81,113.86
16,46,22,684,98,1238.34,22.15
9,50,9,1444,51,1052.64,71.01
18,82,11,1705,82,4239.79,363.63
32,18,8,1411,85,4183.28,365.67
16,77,17,1318,79,6379.37,472.06
48,40,24,939,76,4615.48,171.20
11,55,3,72,66,5554.41,346.99
49,7,21,1735,8,317.66,25.72
10,61,2,979,26,695.77,66.18
3,28,28,103,77,4401.15,250.85
44,19,13,299,53,2988.79,22.32
1,46,7,113,91,8872.89,218.45
45,50,1,984,86,6787.26,222.82
17,20,19,730,79,1650.81,106.60
37,61,6,1793,29,371.71,29.13
40,26,16,220,50,3582.48,248.07
23,55,21,126,19,1774.13,76.05
43,35,24,869,44,1100.17,20.98
10,32,22,729,34,2235.15,55.76
11,23,5,1302,8,130.14,5.58
21,43,26,178,85,4064.92,312.74
28,27,11,580,15,1066.11,20.99
50,64,26,971,21,1423.56,35.79
39,62,9,80,50,1289.56,94.73
1,50,20,1183,36,138.05,4.40
29,77,14,1222,98,5327.03,67.06
39,99,30,479,1,88.43,1.32
5,3,20,607,100,3142.46,148.63
4,65,28,1457,28,1604.51,143.33
31,28,8,633,68,1440.44,115.42
17,97,26,561,93,610.96,55.29
16,73,1,1635,97,5833.21,440.92
24,97,4,356,29,92.08,6.74
45,29,13,597,77,4934.00,402.98
10,84,16,960,20,1259.25,22.15
46,5,27,1212,35,1227.21,28.31
27,86,1,464,57,3818.05,65.88
27,59,30,307,63,5373.39,451.24
37,88,30,77,13,899.33,66.95
4,86,14,1650,7,456.53,14.04
15,63,15,1241,54,631.01,62.17
17,39,20,1592,54,3143.73,295.13
32,71,20,239,42,1557.46,47.06
45,53,8,292,74,5926.31,534.55
39,99,16,1026,17,1464.47,92.01
43,70,28,432,65,5128.98,378.77
21,38,2,273,59,4874.25,28.25
27,79,1,1374,85,7349.85,291.07
43,74,13,734,84,2632.65,198.38
43,28,20,1747,85,5660.23,418.88
3,84,7,959,47,1412.25,79.26
6,1,15,406,73,2590.21,148.91
19,97,18,380,23,1241.79,52.28
2,99,6,7,1,20.17,0.25
5,41,22,1399,34,2169.01,144.69
13,48,10,799,17,490.55,22.71
11,59,21,881,41,2181.73,152.70
12,55,17,1091,27,416.92,39.43
41,4,28,873,9,718.38,42.07
42,77,18,202,68,2395.89,114.69
22,4,2,390,14,35.59,0.18
6,66,11,1785,97,9416.58,790.25
8,21,1,1091,72,4653.84,387.01
21,34,1,291,85,6534.11,192.16
19,67,18,39,49,2535.58,209.39
40,73,6,1549,87,5471.60,169.27
12,16,4,105,26,2040.80,181.57
43,45,7,241,80,5438.89,386.24
8,26,12,726,25,1054.97,97.90
29,54,10,1021,86,7096.10,573.70
26,56,16,80,96,8502.80,115.41
38,69,10,1250,6,326.52,7.82
26,27,17,1491,58,5326.68,19.84
12,28,23,163,68,6280.33,290.35
43,34,22,104,52,2517.79,207.42
5,16,7,147,82,2525.17,247.93
45,80,18,425,40,3408.12,294.68
44,7,1,991,48,3122.65,161.14
16,9,8,1377,18,360.77,4.56
40,79,29,433,94,5944.34,504.92
34,47,2,537,32,500.51,1.58
11,2,20,389,94,6338.26,189.40
28,85,28,1368,99,105.74,2.80
14,100,9,269,88,7352.60,290.62
46,68,11,1821,35,3115.19,20.60
1,98,8,767,83,1431.69,51.17
12,46,13,1669,41,3769.64,124.23
35,47,12,1335,100,4269.95,408.93
25,83,27,60,32,722.70,6.80
25,60,22,284,47,816.46,50.89
11,10,4,147,66,3654.48,316.10
50,13,16,1483,24,403.08,28.56
15,84,12,1817,16,25.18,1.42
37,28,1,1040,8,357.63,19.83
2,10,26,484,85,1834.42,112.08
40,84,30,1768,73,323.34,21.89
28,65,3,702,49,3746.73,93.43
39,8,2,763,30,2825.63,43.74
19,43,21,168,78,6063.93,557.33
34,6,3,175,78,2879.28,182.64
23,48,4,1685,18,1751.82,47.00
7,36,16,1658,96,895.11,15.27
35,48,24,92,70,3982.19,337.30
19,79,21,1565,31,1309.28,59.91
16,57,2,863,77,3751.14,81.56
44,79,2,174,19,1231.69,41.36
21,97,9,760,38,17.17,0.72
9,4,13,343,56,3050.34,62.64
9,79,13,1688,24,760.89,45.90
43,48,2,1378,92,17.46,0.29
36,75,2,1060,11,365.06,10.42
17,61,18,1169,90,4086.93,10.42
1,77,15,741,56,572.40,56.49
35,27,16,703,11,435.71,10.22
10,55,5,194,36,1587.05,97.74
16,32,16,508,21,926.16,78.56
32,41,20,334,75,3733.34,273.76
49,20,10,764,68,5455.08,449.83
25,2,15,599,11,908.07,60.20
44,48,3,510,79,5563.52,493.72
33,57,10,1465,64,1870.06,112.12
44,97,15,1408,1,56.91,1.43
40,51,14,1534,15,152.26,7.05
21,10,17,538,7,27.62,0.00
27,73,3,1144,7,25.63,0.41
14,45,22,626,86,2902.79,84.49
3,10,27,443,28,1008.31,38.97
2,89,21,586,92,8294.41,625.08
25,23,22,638,13,1034.29,97.09
10,68,1,1049,77,2897.08,234.67
38,96,5,1651,31,2780.42,193.49
8,50,30,1519,83,5722.42,174.85
11,43,27,787,91,4488.09,356.62
25,1,2,1008,3,294.21,27.07
50,2,30,68,32,1934.46,113.22
29,13,2,234,12,277.79,23.40
36,45,16,1537,75,5073.65,306.31
42,91,2,26,78,506.04,49.04
37,38,25,1269,34,1045.38,79.96
28,22,23,1482,37,1020.62,97.51
23,12,8,66,16,434.82,5.34
20,73,23,736,13,519.89,20.92
32,92,9,1012,17,323.18,27.22
22,6,1,1730,38,1670.90,109.97
14,15,1,1790,2,66.48,2.59
34,17,6,1349,43,1798.23,49.43
7,53,27,1062,88,1258.45,80.36
39,70,22,758,48,4730.00,472.04
12,79,9,886,46,4029.25,192.66
21,8,1,1183,64,5413.10,509.34
28,82,21,374,50,1928.77,142.07
13,67,20,826,64,5626.24,140.67
29,44,7,1734,92,6411.96,574.61
28,84,2,1199,34,2670.48,92.62
8,34,11,690,100,4712.65,298.35
22,31,18,684,22,518.13,8.47
28,24,11,1629,89,1014.38,2.83
11,66,25,1221,88,1847.80,140.79
20,100,14,990,48,825.72,53.96
10,87,3,1469,9,831.93,7.79
32,6,1,428,23,945.95,71.36
1,48,20,699,81,5046.49,418.92
24,32,18,358,37,2301.31,78.79
36,63,2,1634,9,522.96,10.12
20,92,14,1523,79,7258.53,231.91
20,61,8,1265,11,428.85,31.02
